ID_ENTIDAD,NOMBRE_ENTIDAD,CANTIDAD_DEUDORES,MONTO_TOTAL,MONTO_PREVISIONES,MONTO_SIT_1,MONTO_SIT_2,MONTO_SIT_3,MONTO_SIT_4,MONTO_SIT_5,MONTO_SIT_11
55109,"Credikot COOPERATIVA DE VIVIENDA, CRÉDITO Y CONSUMO  LTDA",65450,23044364.0,0.0,5117051.0,1905472.0,2088227.0,7201722.0,6731892.0,0.0
55110,Asociación Mutual Vital,904,116014.0,0.0,25582.0,2119.0,7943.0,6037.0,74333.0,0.0
55111,Clank S.A.,2497,2285819.0,0.0,1725608.0,161584.0,156967.0,90551.0,151109.0,0.0
55115,Asociación Mutual Desarrollo Regional,2873,5412500.0,0.0,4421386.0,389266.0,220460.0,124275.0,257113.0,0.0
55118,"Cooperativa de Vivienda, Crédito y Consumo VIXA LTDA",2599,987524.0,0.0,12486.0,57479.0,221710.0,428400.0,267449.0,0.0
55120,Ebucar S.A.,1815,2197522.0,0.0,1762043.0,56988.0,56207.0,123820.0,198464.0,0.0
55121,Asociación Mutual Malvinas Argentinas,5587,3278427.0,0.0,2028776.0,116862.0,275853.0,424770.0,432166.0,0.0
55123,"Cooperativa 2001 de Vivienda, Crédito y Consumo Ltda.",2610,1982852.0,0.0,1822534.0,430.0,21172.0,27849.0,110867.0,0.0
55124,Plusrasgo S.A.,1123,2195115.0,0.0,2175469.0,838.0,1675.0,0.0,17133.0,0.0
55125,"Cooperativa de Vivienda, Crédito, Consumo y Servicios Sociales Candela",2320,2367303.0,0.0,1963278.0,174047.0,105478.0,78109.0,46391.0,0.0
55128,Crediser Argentina S.A.,4298,889042.0,0.0,75548.0,65092.0,85598.0,183410.0,479394.0,0.0
55130,"Mutual de Jubilados, Retirados y Pensionados Provinciales",2628,161421.0,0.0,0.0,0.0,0.0,0.0,161421.0,0.0
55132,TIENDAJUBILO S.A.,18148,8986154.0,0.0,7104967.0,336476.0,444196.0,650178.0,450337.0,0.0
55133,Rotas S.A.,962,3789275.0,0.0,3621412.0,30263.0,67127.0,0.0,70473.0,0.0
55134,MAXIHOGAR SRL,4327,911076.0,0.0,539713.0,57114.0,28520.0,42406.0,243323.0,0.0
55136,Vento Capital S.A.,8164,10104934.0,0.0,6362924.0,636355.0,947874.0,1534015.0,623766.0,0.0
55137,"Cooperativa de Crédito, Consumo, Vivienda y Servicios Sociales Videgar",1915,633886.0,0.0,507619.0,11951.0,20380.0,17720.0,76216.0,0.0
55141,AD CREDITOS S.A.,593,353716.0,0.0,254876.0,38280.0,18728.0,8736.0,33096.0,0.0
55142,Emprendimiento La Luisina SRL,41783,20084646.0,0.0,9632753.0,2069979.0,2224128.0,3225146.0,2932640.0,0.0
55144,ASOCIACION MUTUAL 23 DE SEPTIEMBRE,66,5879136.0,0.0,3953097.0,25330.0,710707.0,165004.0,1024998.0,0.0
55146,LIPACO MERCANTIL S.A.,669,448525.0,0.0,387215.0,16480.0,18989.0,16833.0,9008.0,0.0
55148,Collins S.A.,14023,19666085.0,0.0,17690104.0,617828.0,548262.0,437348.0,372543.0,0.0
55149,INDO S.A.,47270,10292590.0,0.0,7289842.0,649961.0,557162.0,824173.0,971452.0,0.0
55151,PREVER COOPERATIVA DE CRÉDITO Y CONSUMO LTDA,2261,2083856.0,0.0,1480803.0,75954.0,43971.0,127354.0,355774.0,0.0
55152,Asociación Mutual de protección Familiar,14261,5917636.0,0.0,2694955.0,495552.0,764190.0,1193567.0,769372.0,0.0
55156,UNIGESTION SA,5857,4252098.0,0.0,3782340.0,86878.0,167109.0,153533.0,62238.0,0.0
55158,San Cristóbal Bienes Raíces S.A.,296,10842486.0,0.0,7316711.0,412817.0,637044.0,2229759.0,246155.0,0.0
55159,"TCC Cooperativa de Crédito, Consumo y Vivienda Limitada",612,438518.0,0.0,377705.0,17982.0,22022.0,8503.0,12306.0,0.0
55160,"Arrayanes Cooperativa de Vivienda, Crédito y Consumo",510,461060.0,0.0,265124.0,22625.0,27476.0,72614.0,73221.0,0.0
55162,Aquiprestamos.com S.A.,1119,37801.0,0.0,7646.0,458.0,68.0,106.0,29523.0,0.0
55163,FF Capital Group S.A.,3130,1227978.0,0.0,560359.0,43129.0,172412.0,255897.0,196181.0,0.0
55166,Waynicoin S.A.,73686,58176466.0,0.0,9665881.0,2245737.0,6509446.0,20074285.0,19681117.0,0.0
55170,"Cooperativa de Viv., Cred. y Con. Amigal Ltda.",9,1047709.0,0.0,776083.0,0.0,0.0,0.0,271626.0,0.0
55172,FINARES S.A.,59,7665580.0,0.0,2098156.0,266011.0,329443.0,602219.0,4369751.0,0.0
55175,"Cooperativa Interamericana de Credito, Vivienda y Consumo Limitada",25,651550.0,0.0,644305.0,0.0,0.0,7245.0,0.0,0.0
55176,Trend Capital S.A.,102,19903398.0,0.0,18587892.0,865543.0,52912.0,56597.0,340454.0,0.0
55177,"Catalinas Cooperativa de Crédito, Consumo y Vivienda Ltda.",31,9941564.0,0.0,9639959.0,26974.0,0.0,0.0,274631.0,0.0
55178,Cooperativa de Crédito y Vivienda Unicred Ltda.,69,31014162.0,0.0,29936348.0,0.0,536378.0,0.0,541436.0,0.0
55183,"Nobel Cooperativa de Crédito, Vivienda y Servicio de Transporte Ltda.",15,1263521.0,0.0,1254680.0,0.0,8841.0,0.0,0.0,0.0
55185,"Cooperativa de Crédito, Consumo y Vvienda Fincredit Ltda",13,853028.0,0.0,0.0,0.0,41375.0,600000.0,211653.0,0.0
55186,Confinance S.A.,45,1847094.0,0.0,1227111.0,0.0,557909.0,57575.0,4499.0,0.0
55188,"Cooperativa de Vivienda, Crédito y Consumo del Litoral Ltda",8,750111.0,0.0,474489.0,69000.0,200000.0,0.0,6622.0,0.0
55189,Compañía General de Finanzas S.A.,30,6592827.0,0.0,6126081.0,200038.0,168271.0,50003.0,48434.0,0.0
55190,Gestisur Cooperativa de crédito y vivienda Ltda,17,1457235.0,0.0,1457235.0,0.0,0.0,0.0,0.0,0.0
55192,G Y F Factoring S.A.,26,32810.0,0.0,32810.0,0.0,0.0,0.0,0.0,0.0
55194,Policredito Coop. Limitada de Crédito y Vivienda.,37,267906.0,0.0,267146.0,0.0,0.0,0.0,760.0,0.0
55195,Libertador Factoring S.A.,40,6725398.0,0.0,6356093.0,0.0,0.0,0.0,369305.0,0.0
55196,Cooperativa Concred de crédito y vivienda Ltda.,33,1210641.0,0.0,611746.0,469502.0,129393.0,0.0,0.0,0.0
55197,"Invercoop Cooperativa de Crédito, Consumo y Vivienda Limitada",31,4172712.0,0.0,3557377.0,0.0,0.0,0.0,615335.0,0.0
55198,Cooperativa de Vivienda Crédito y Consumo Concepción Limitada,181,1681627.0,0.0,1551204.0,95462.0,20763.0,0.0,14198.0,0.0
55200,"Cooperativa de Vivienda, Crédito y Consumo para el Desarrollo Ltda (CO",8,299588.0,0.0,272025.0,25614.0,1949.0,0.0,0.0,0.0
55201,Credit & Investment SRL,160,299363.0,0.0,216106.0,29132.0,23824.0,13448.0,16853.0,0.0
55202,Depsa Valores S.A.,73,5733746.0,0.0,5502592.0,140303.0,0.0,90851.0,0.0,0.0
55204,Development Corp S.A.,26,4227690.0,0.0,4046981.0,111048.0,0.0,60000.0,9661.0,0.0
55207,Mills Capital S.A.,24,682532.0,0.0,622863.0,0.0,0.0,0.0,59669.0,0.0
55208,GS Negocios S.A.,13,2372555.0,0.0,1064157.0,0.0,12300.0,916748.0,379350.0,0.0
55210,"Del País Cooperativa de Crédito, Consumo y Vivienda Ltda.",94,2624679.0,0.0,2470331.0,3498.0,10525.0,37471.0,102854.0,0.0
55213,Multiplycard S.A.,33126,14770810.0,0.0,6468908.0,1059707.0,1348954.0,2547283.0,3345958.0,0.0
55214,Credinegocios Moscasil S.A.,655,813146.0,0.0,495760.0,104948.0,7621.0,0.0,204817.0,0.0
55219,Cooperativa de Vivienda Crédito y Consumo La Integradora Limitada,9404,597340.0,0.0,359213.0,56949.0,77948.0,50686.0,52544.0,0.0
55222,BFA Inversiones y Finanzas S.A.,33,193008.0,0.0,166036.0,0.0,0.0,23545.0,3427.0,0.0
55225,EXI S.A.,35906,12426978.0,0.0,863.0,0.0,347588.0,3286423.0,8792104.0,0.0
55226,MSM Leasing S.A.,13,1127915.0,0.0,1046672.0,0.0,81243.0,0.0,0.0,0.0
55227,Mutual Federada 25 de junio SPR,2342,8133947.0,0.0,7247612.0,408101.0,128919.0,24057.0,325258.0,0.0
55234,"1° de Julio Cooperativa de Vivienda, Crédito y Consumo Ltda",1,96.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
55235,Valerza S.A.,1228,2939143.0,0.0,2718303.0,13644.0,34167.0,33828.0,139201.0,0.0
55241,Joamar S.A.,12,2208138.0,0.0,2149138.0,59000.0,0.0,0.0,0.0,0.0
55242,MG-Group S.A.,5361,12515855.0,0.0,8378580.0,749489.0,443326.0,1488874.0,1455586.0,0.0
55244,"Mutual del agro, la industria y el comercio de Santa Fe",13971,46603184.0,0.0,38681131.0,2301741.0,2039979.0,1958898.0,1621435.0,0.0
55245,CUOTAFACIL SA,247,134880.0,0.0,2900.0,0.0,0.0,1729.0,130251.0,0.0
55251,BR CAPITAL S.A.,27,6330027.0,0.0,4738896.0,472679.0,451420.0,490500.0,176532.0,0.0
55255,DINEFA S.R.L.,179,33196.0,0.0,17735.0,667.0,347.0,4154.0,10293.0,0.0
55256,MSA CREDITOS S.A.,3005,1145915.0,0.0,111.0,0.0,0.0,153.0,1145651.0,0.0
55258,HOMYT S.A,25,685459.0,0.0,685459.0,0.0,0.0,0.0,0.0,0.0
55265,CRE-DIN S. A.,1626,133430.0,0.0,0.0,0.0,0.0,0.0,133430.0,0.0
55266,CRÉDITO DEL VALLE S.A.,531,69840.0,0.0,0.0,0.0,0.0,0.0,69840.0,0.0
55267,ACUATRO S.A.,331,29682.0,0.0,0.0,0.0,0.0,32.0,29650.0,0.0
55269,SERVICIOS OSTENDE SRL,8,785088.0,0.0,209732.0,0.0,0.0,0.0,575356.0,0.0
55273,INSIGHT GROUP SA,224,389322.0,0.0,353238.0,0.0,1556.0,885.0,33643.0,0.0
55277,ASOCIACION MUTUAL FIAT CONCORD,382,582348.0,0.0,469129.0,8941.0,56322.0,28064.0,19892.0,0.0
55279,SOLVENTA SAS,16,4835714.0,0.0,3636322.0,26706.0,62686.0,1110000.0,0.0,0.0
55281,ASOCIACION MUTUAL CELESOL DE SERVICIOS INTEGRALES Y EDUCATIVOS,5820,10667826.0,0.0,9026478.0,296540.0,438646.0,519206.0,386956.0,0.0
55282,MINS LFE SAS,53897,33751818.0,0.0,2965494.0,1511718.0,1194076.0,20674727.0,7405803.0,0.0
55283,S&S SOLUTIONS SA,167,545751.0,0.0,103323.0,112704.0,122436.0,207288.0,0.0,0.0
55287,COBRO FACIL SRL,1394,395363.0,0.0,226765.0,29539.0,28242.0,42005.0,68812.0,0.0
55288,GLOBAL CAPITAL MANAGEMENT SA,2670,591416.0,0.0,111712.0,95831.0,186251.0,155744.0,41878.0,0.0
55289,UNION PROVINCIAL ASOCIACION MUTUAL,13779,2439394.0,0.0,96515.0,43219.0,90625.0,111424.0,2097611.0,0.0
55292,TRANSCON S.A.U.,6,1047.0,0.0,0.0,192.0,268.0,287.0,300.0,0.0
55294,CREDITECH SA,52346,89273730.0,0.0,43885030.0,8568279.0,12895937.0,14782626.0,9141858.0,0.0
55295,CREDITAM LIMITADA S.A.,987,845828.0,0.0,650191.0,0.0,29914.0,165723.0,0.0,0.0
55296,SANTANDER CONSUMER SA,268777,210999129.0,0.0,113013643.0,21689549.0,27387422.0,31099889.0,17808626.0,0.0
55298,ESPACIO DIGITAL S.A,48783,25101483.0,0.0,7848577.0,1870604.0,2248546.0,6582222.0,6551534.0,0.0
55300,Buenos Aires Creditos SA,231,33225.0,0.0,2763.0,1117.0,2361.0,3346.0,23638.0,0.0
55301,CRESCENS S.A,876,13921218.0,0.0,8636624.0,738338.0,4422055.0,25511.0,98690.0,0.0
55302,TRAYECTORIA LEASING S.A.U.,16,1171691.0,0.0,1120122.0,0.0,0.0,0.0,51569.0,0.0
55304,TU ADELANTO SA,624,205402.0,0.0,17865.0,32479.0,57173.0,61284.0,36601.0,0.0
55307,RED DE PRESTAMOS SA,533,374570.0,0.0,345464.0,3151.0,4054.0,8520.0,13381.0,0.0
55309,MUTUAL DEL PERSONAL DEL MINISTERIO DE EDUCACION Y JUSTICIA DE LA NACIO,921,309555.0,0.0,175674.0,14928.0,29716.0,32564.0,56673.0,0.0
55310,MACRO SOLUTIONS SA,1389,1120942.0,0.0,1107766.0,0.0,0.0,0.0,13176.0,0.0
55312,ABAN DIGITAL S.A.,23622,8224411.0,0.0,968550.0,556240.0,1139263.0,2161002.0,3399356.0,0.0
55313,MICODEMO S.A.,18,2293.0,0.0,0.0,59.0,610.0,875.0,749.0,0.0
55314,REGGIO DI CALABRIA S.R.L.,10459,6771839.0,0.0,6766193.0,0.0,5646.0,0.0,0.0,0.0
55315,FINANCRED SA,3114,1209410.0,0.0,688782.0,148600.0,130060.0,147221.0,94747.0,0.0
55316,KALIMA S.A.,80,12299.0,0.0,0.0,0.0,0.0,0.0,12299.0,0.0
55317,BARSATEX S.A.,45307,8836441.0,0.0,431777.0,766347.0,1552064.0,2278396.0,3807857.0,0.0
55318,DLL LEASING ARGENTINA S.A.,4,436541.0,0.0,161140.0,42575.0,0.0,0.0,232826.0,0.0
55319,AGCO CAPITAL ARGENTINA S.A.,592,100612327.0,0.0,92453799.0,3843729.0,1015455.0,79103.0,3220241.0,0.0
55320,POTSDAM S.A.,2,115.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
55321,SOSER SA,340,65973.0,0.0,0.0,0.0,0.0,2892.0,63081.0,0.0
55323,SOLUCIONES INTEGRALES S.A.,7348,2117845.0,0.0,1262048.0,96551.0,195349.0,312232.0,251665.0,0.0
55328,LOGINCREDIT S.A.,296,919211.0,0.0,896700.0,0.0,5912.0,7340.0,9259.0,0.0
55329,ALAU TECNOLOGIA S. A. U.,36678,30529076.0,0.0,8782493.0,2309090.0,6286669.0,10274139.0,2876685.0,0.0
55330,CREDILOW S.A.,6782,3984351.0,0.0,2122613.0,432369.0,521949.0,517840.0,389580.0,0.0
55331,UNION DEL PERSONAL CIVIL DE LA PROVINCIA DEL CHACO,476,114444.0,0.0,114444.0,0.0,0.0,0.0,0.0,0.0
55333,El Nexo S.A.,1200,2334875.0,0.0,2334875.0,0.0,0.0,0.0,0.0,0.0
55334,VALUARTE SRL,4165,3741502.0,0.0,1728664.0,566400.0,227061.0,641536.0,577841.0,0.0
55336,OSCAR BARBIERI S.A.,14817,7525436.0,0.0,6017462.0,505580.0,303603.0,323664.0,375127.0,0.0
55338,TRESSFEN SA,40,3787.0,0.0,808.0,351.0,0.0,819.0,1809.0,0.0
55339,MAEBA S.R.L.,28201,29655375.0,0.0,9273995.0,2749525.0,2629264.0,6731726.0,8270865.0,0.0
55340,FINANPRO S.R.L.,42632,50726121.0,0.0,16960521.0,4478115.0,4478856.0,11302422.0,13506207.0,0.0
55341,PROAVALAR S.R.L,37780,30691496.0,0.0,6408119.0,2916731.0,3205886.0,8466596.0,9694164.0,0.0
55342,"Asistir Cooperativa de Vivienda, Credito, Consumo y Servicios Sociales",349,1557319.0,0.0,1557319.0,0.0,0.0,0.0,0.0,0.0
55344,JALIN S.A.,45,5359466.0,0.0,3786044.0,599120.0,317793.0,56175.0,600334.0,0.0
55345,CSPB INVERSIONES SA,21,13916076.0,0.0,13886076.0,0.0,0.0,0.0,30000.0,0.0
55346,Number S.A.,15,2094258.0,0.0,1101325.0,0.0,0.0,0.0,992933.0,0.0
55349,AGILCRED S.A.,2216,2607499.0,0.0,2382422.0,84995.0,45373.0,31544.0,63165.0,0.0
55352,Cooperativa de vivienda crédito y consumo San José Ltda,241,165875.0,0.0,155395.0,102.0,2765.0,4657.0,2956.0,0.0
55353,VIKA 2010 S.A.,18,354552.0,0.0,354552.0,0.0,0.0,0.0,0.0,0.0
55355,FULLCREDIT SA,924,828744.0,0.0,581180.0,71936.0,90241.0,64479.0,20908.0,0.0
55356,G10 EMPRENDIMIENTOS SA,4789,1278351.0,0.0,831824.0,78482.0,55583.0,141133.0,171329.0,0.0
55357,CREDIBEL S.A.,16,7910381.0,0.0,3960191.0,109483.0,0.0,3640707.0,200000.0,0.0
55359,DHF SA,65,3315340.0,0.0,3223456.0,0.0,80253.0,5124.0,6507.0,0.0
55360,Credi-Full S.A.,18,758.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0
55361,DESARROLLOS AYTER S.A.,76,35352.0,0.0,22540.0,359.0,1444.0,6878.0,4131.0,0.0
55366,CYAP NOW S.A.,1117,504324.0,0.0,440137.0,24082.0,14274.0,14650.0,11181.0,0.0
55367,INVERSORA DEL NORTE S.A.,71,65355.0,0.0,42949.0,1479.0,2866.0,1004.0,17057.0,0.0
55370,CREDIL S.R.L.,318848,159229091.0,0.0,51497575.0,13728752.0,18377136.0,34562602.0,41063026.0,0.0
55371,ASOCIACION MUTUAL EMLEADOS DE COMERCIO DE ROSARIO,552,301564.0,0.0,292470.0,3218.0,2305.0,2236.0,1335.0,0.0
55374,EJS S.A.,299,210171.0,0.0,168516.0,14805.0,13800.0,13050.0,0.0,0.0
55375,COOP. DE CRED. CONS. Y VIV. MASELE LTDA,2865,9034241.0,0.0,9034241.0,0.0,0.0,0.0,0.0,0.0
55376,COMERPYSRL,4263,1015894.0,0.0,434574.0,31685.0,111229.0,184828.0,253578.0,0.0
55377,Clave Creditos S.A.,1574,682234.0,0.0,437429.0,46326.0,60387.0,100369.0,37723.0,0.0
55381,CREDIGOL S.A.,4740,6136508.0,0.0,2493748.0,504239.0,612171.0,1654949.0,871401.0,0.0
55382,UFINAN SA,27,2739723.0,0.0,816508.0,69464.0,1044607.0,404766.0,404378.0,0.0
55386,WIBOND SAS,549,78323.0,0.0,21818.0,5930.0,27019.0,18811.0,4745.0,0.0
55387,"Asociacion Mutual Integracion Solidaria Villa Maria ""AMISVIMA""",1201,1049188.0,0.0,661582.0,54325.0,49682.0,136355.0,147244.0,0.0
55388,CREDLAP S.A.,9317,14092162.0,0.0,207901.0,282010.0,759399.0,2305132.0,10537720.0,0.0
55389,SI CAPITAL,64,74386.0,0.0,40852.0,15461.0,755.0,1345.0,15973.0,0.0
55392,NEGOCIOS FINANCIEROS CREDILOMAS S.A.,49,7272.0,0.0,0.0,0.0,0.0,0.0,7272.0,0.0
55393,SEILOP S.R.L.,31,6502533.0,0.0,4300552.0,784941.0,83689.0,1333351.0,0.0,0.0
55395,CIGANDA & MASARIE,626,1019434.0,0.0,515524.0,116058.0,6673.0,0.0,381179.0,0.0
55396,MERIDIANO NORTE S.A.,196,10066182.0,0.0,8495802.0,305443.0,76715.0,1170008.0,18214.0,0.0
55397,BELMONT CAPITAL S.A.,4738,9810285.0,0.0,9283138.0,0.0,378827.0,117320.0,31000.0,0.0
55399,MAMLUSENA S.A.,1113,287434.0,0.0,204747.0,18480.0,22496.0,21869.0,19842.0,0.0
55400,MICRO SISTEMAS S. A. U.,74558,15271680.0,0.0,7302336.0,1121188.0,2084966.0,3899427.0,863763.0,0.0
55403,FACILCRED S.A.,16060,4735670.0,0.0,2716424.0,709585.0,535559.0,452937.0,321165.0,0.0
55405,Oneri Bilancio S.A.,18322,6535716.0,0.0,133101.0,455427.0,821189.0,2090460.0,3035539.0,0.0
55408,SCANIA CREDIT ARGENTINA S.A.U.,913,489784087.0,0.0,489553862.0,0.0,230225.0,0.0,0.0,0.0
55409,Finet SA,13837,10871552.0,0.0,152772.0,294948.0,1445806.0,3212763.0,5765263.0,0.0
55411,CREDITAN COOPERATIVA DE VIVIENDA CREDITO Y CONSUMO LTDA,961,898027.0,0.0,783742.0,23442.0,16222.0,31362.0,43259.0,0.0
55412,Delivery Hero Financial Services SA,13190,26916809.0,0.0,23706199.0,1133111.0,716781.0,876488.0,484230.0,0.0
55413,ASOCIACIÓN MUTUAL PILARENSES,4507,3015011.0,0.0,1967978.0,0.0,202989.0,0.0,844044.0,0.0
55415,BLM SERVICIOS SA,51,5681275.0,0.0,4951527.0,297214.0,159846.0,164023.0,108665.0,0.0
55419,Daneio SA,1288,728955.0,0.0,428949.0,54488.0,85145.0,101746.0,58627.0,0.0
55420,MARIAS CAPITAL SA,16,4749629.0,0.0,4723400.0,0.0,0.0,3005.0,23224.0,0.0
55424,SOLUCIONES FINANCORP SA,18228,2869778.0,0.0,527036.0,285137.0,407500.0,757487.0,892618.0,0.0
55425,MOOVITECH S.A.,7561,2338827.0,0.0,969461.0,176727.0,168573.0,390736.0,633330.0,0.0
55429,POLO VALORES S.A.,17,1274670.0,0.0,767362.0,0.0,2027.0,107843.0,397438.0,0.0
55432,LUCSE INVERSIONES S.A.,1784,1229457.0,0.0,1031039.0,59177.0,49464.0,51877.0,37900.0,0.0
55435,PARABENS TRUST S.A.,3,1587462.0,0.0,1587462.0,0.0,0.0,0.0,0.0,0.0
55439,MUTUAL DE PORTEÑA ASOCIACION CULTURAL Y DEPORTIVA,349,1485994.0,0.0,1456562.0,27712.0,842.0,497.0,381.0,0.0
55442,LA LOMITA CAPITAL S.A.,529,481966.0,0.0,417045.0,24851.0,19223.0,17503.0,3344.0,0.0
55443,MVT Finanzas S.A.,5,74431.0,0.0,74431.0,0.0,0.0,0.0,0.0,0.0
55444,CREDISE S.A.,2501,2448537.0,0.0,2244503.0,73381.0,42330.0,45707.0,42616.0,0.0
55445,BLM DESARROLLOS SA,5,265582.0,0.0,265582.0,0.0,0.0,0.0,0.0,0.0
55449,FIDEICOMISO PRIVADO DE ADMINISTRACION CENTAURUS,140927,78203153.0,0.0,0.0,0.0,0.0,0.0,78203153.0,0.0
55450,PRESTY SRL,2483,1602093.0,0.0,547981.0,229661.0,311205.0,427962.0,85284.0,0.0
55453,Cooperativa de Credito Consumo y Vivienda Baymor Ltda,68,56410.0,0.0,334.0,2767.0,3677.0,26948.0,22684.0,0.0
55454,BIA SRL,41952,19718333.0,0.0,0.0,0.0,0.0,3724056.0,15994277.0,0.0
55456,PREST SPC SAS,169,96207.0,0.0,3151.0,2994.0,13745.0,14853.0,61464.0,0.0
55457,MIGXION S.A.,38,798073.0,0.0,604784.0,0.0,193289.0,0.0,0.0,0.0
55459,Admiral Finance SA,63,4326526.0,0.0,4220150.0,0.0,106376.0,0.0,0.0,0.0
55462,CORVALAN 1160 SA,11309,2117118.0,0.0,949879.0,189388.0,186679.0,409807.0,381365.0,0.0
55463,MILLASA S.A.,1565,745580.0,0.0,478392.0,77225.0,87976.0,88569.0,13418.0,0.0
55464,MUTUAL DE INTEGRANTES DEL PODER JUDICIAL,233,80842.0,0.0,80842.0,0.0,0.0,0.0,0.0,0.0
55465,Dar Prestamos S.A.,1466,374554.0,0.0,15668.0,17576.0,66212.0,193467.0,81631.0,0.0
55466,AXXIA LENDING S.A.,5804,2419619.0,0.0,0.0,0.0,0.0,0.0,2419619.0,0.0
55469,BOCAS DEL TORO S.A.,204,225110.0,0.0,134669.0,15747.0,21762.0,52932.0,0.0,0.0
55470,CAMELUS S.A.,192,405390.0,0.0,224728.0,0.0,113801.0,62028.0,4833.0,0.0
55472,SUMA INVERSIONES S.A.,12,140108.0,0.0,127434.0,10874.0,1800.0,0.0,0.0,0.0
55473,GrupoCDG SA,15,9428.0,0.0,4114.0,2072.0,1984.0,1258.0,0.0,0.0
55474,FIDEICOMISOS MANDATOS E INVERSIONES SA,8,668297.0,0.0,365286.0,59180.0,243831.0,0.0,0.0,0.0
55477,MERITE S.A.,3195,315559.0,0.0,82206.0,31168.0,47769.0,78749.0,75667.0,0.0
55479,FIDUCIA ARGENTINA S.A.S.,162,78297.0,0.0,78297.0,0.0,0.0,0.0,0.0,0.0
55480,RUMKALO S.R.L.,958,204931.0,0.0,17244.0,18227.0,31340.0,80404.0,57716.0,0.0
55482,Asociación Mutual de Ayuda Entre Asociados y Adherentes de Romang Futb,4944,15491316.0,0.0,12899243.0,1569499.0,548156.0,373591.0,100827.0,0.0
55483,Longcred S.A.,432,323072.0,0.0,132691.0,20387.0,7325.0,10782.0,151887.0,0.0
55484,Inclusión Financiera Integral SRL,89,119405.0,0.0,101000.0,6500.0,6400.0,3850.0,1655.0,0.0
55485,G&T GESTIONES COMERCIALES S.A.,2,40929.0,0.0,40929.0,0.0,0.0,0.0,0.0,0.0
55486,TODOPAY S.R.L.,521,449849.0,0.0,246975.0,59549.0,72040.0,60338.0,10947.0,0.0
55487,ASOCIACION MUTUAL PARA EL PERSONAL DEL PODER JUDICIAL Y TRABAJADORES I,2050,1703531.0,0.0,1020541.0,225737.0,256818.0,190455.0,9980.0,0.0
55488,RIO FRANCO SA,18,252139.0,0.0,105215.0,0.0,146924.0,0.0,0.0,0.0
55490,ASOCIACION MUTUAL DE ASOCIADOS DEL CLUB ATLETICO UNION,1320,13639407.0,0.0,12410347.0,698677.0,189777.0,101132.0,239474.0,0.0
55492,Asociación Mutual de Trabajadores Argentinos Estatales,308,753032.0,0.0,685957.0,29103.0,25714.0,12258.0,0.0,0.0
55493,OPENCRED SA,892,286815.0,0.0,140794.0,42365.0,103656.0,0.0,0.0,0.0
55494,Mifloder SAS,27836,7474697.0,0.0,5129217.0,999497.0,1079555.0,170542.0,95886.0,0.0
55495,SOCIEDAD DE CREDITO SA,8768,5310749.0,0.0,0.0,0.0,0.0,0.0,5310749.0,0.0
55496,Cash Online S.A.,2391,2468782.0,0.0,2204912.0,208806.0,45778.0,9286.0,0.0,0.0
55497,FINLATINA SA,28,1299378.0,0.0,759630.0,539748.0,0.0,0.0,0.0,0.0
55498,LANTI SA,7,372952.0,0.0,232677.0,140275.0,0.0,0.0,0.0,0.0
55501,DIE ZUKUNFT SA,39,975799.0,0.0,941177.0,0.0,0.0,34622.0,0.0,0.0
55502,ATYLIUM FINANCE GROUP SA,7,197685.0,0.0,197685.0,0.0,0.0,0.0,0.0,0.0
55503,LA PLATA FIUME D ORO S. A.,458,131459.0,0.0,11932.0,2848.0,7072.0,17167.0,92440.0,0.0
55505,Cash Market SA,19361,4619290.0,0.0,1190035.0,575314.0,859506.0,1170208.0,824227.0,0.0
55506,CYFSA S.A.,158,172686.0,0.0,171995.0,0.0,691.0,0.0,0.0,0.0
55507,FINANZAS DIGITALES SAS,237653,15561101.0,0.0,5105554.0,2414864.0,2233088.0,4941165.0,866430.0,0.0
55510,FINANLEASE S.A,12,150582.0,0.0,115941.0,34641.0,0.0,0.0,0.0,0.0
55511,ASOCIACION MUTUAL 9 DE JULIO OLIMPICO FREYRE,391,2329438.0,0.0,1307081.0,869355.0,88618.0,62015.0,2369.0,0.0
55512,TRADING PROFIT S.A.,268,354329.0,0.0,266452.0,36620.0,40953.0,10304.0,0.0,0.0
55513,IXPAY SA,1292,373337.0,0.0,89008.0,33934.0,92572.0,157823.0,0.0,0.0
55514,CARTASUR CARDS S.A.U,117414,113308550.0,0.0,48008068.0,5058017.0,14696550.0,25854879.0,19691036.0,0.0
55516,M&B COMPANY S. A. S.,58,182788.0,0.0,108864.0,44554.0,13697.0,12100.0,3573.0,0.0
55520,"Asociación Mutual Trabajadores del Hospital de Pediatria SAMIC ""Profes",497,1665578.0,0.0,1665578.0,0.0,0.0,0.0,0.0,0.0
55523,COMERCIAL FERSA SRL,316,326419.0,0.0,162947.0,106742.0,0.0,0.0,56730.0,0.0
55524,ASOCIACION MUTUAL 7 DE AGOSTO,2692,1594920.0,0.0,1514164.0,14047.0,18634.0,48075.0,0.0,0.0
55525,ASOCIACION MUTUAL GRAL J JOSE DE URQUIZA,1778,1118504.0,0.0,1076274.0,2621.0,9978.0,29631.0,0.0,0.0
